spike	Rngerm.CD.R13.star	Rngerm.CD.R14.star	Rngerm.CD.R15.star	Rngerm.CD.R16.star	Rngerm.HFD.R10.star	Rngerm.HFD.R11.star	Rngerm.HFD.R12.star	Rngerm.HFD.R9.star
spike-in_10.5_1.25_7248	1377	834	1230	1117	3530	2349	2254	2346
spike-in_10.5_1.25_7249	1263	1100	1804	1516	4489	3088	2916	2761
spike-in_10.5_1.25_7250	1534	1127	1044	803	3496	2380	2206	2385
spike-in_10.5_1.25_7251	1250	1048	1248	1062	3790	2283	2708	2511
spike-in_10.5_1.25_7252	1431	1442	1786	1399	5148	2986	3813	2451
spike-in_10.5_1.25_7253	1072	1183	1266	636	3386	2180	2160	2193
spike-in_10.5_1.25_7254	1512	1054	1267	967	3791	2550	2401	2305
spike-in_10.5_1.25_7255	1680	1551	2349	2087	6560	3835	4278	3934
spike-in_10.5_1.25_7256	1510	1294	2061	1553	5132	3609	3547	3368
spike-in_10.5_1.25_7257	1742	1684	2498	2056	6172	4190	4134	4099
spike-in_10.5_1.25_7258	1203	1201	1951	2226	5654	3405	3437	3628
spike-in_10.5_1.25_7259	2128	1614	1887	1672	6136	3570	4433	3570
spike-in_10.5_1.25_7260	887	882	1355	1421	3653	2458	2756	2074
spike-in_10.5_1.25_7261	1711	1421	1621	1190	5023	3374	2885	3316
spike-in_10.5_1.25_7262	1658	1356	2527	2259	5847	4425	4516	3825
spike-in_10.5_1.25_7263	1001	933	1637	1543	4010	2640	2635	2474
spike-in_10.5_1.25_7264	2024	1828	2290	1574	5997	3884	4202	3783
spike-in_10.5_1.25_7265	1557	1231	2185	1952	5687	3490	4013	3302
spike-in_10.5_1.25_7266	1254	1367	1662	1396	4910	3018	3597	2408
spike-in_10.5_1.25_7267	1178	1001	1463	1384	4018	2477	2975	2200
spike-in_10.5_1.25_7268	1685	1406	2101	1505	5263	3448	3941	3357
spike-in_10.5_1.25_7269	1228	1077	1540	1125	4069	2786	2455	2533
spike-in_7.5_0.15_7270	268	198	248	218	330	262	243	198
spike-in_7.5_0.15_7271	144	144	188	202	261	197	170	107
spike-in_7.5_0.15_7272	144	116	195	257	276	228	142	119
spike-in_7.5_0.15_7273	143	175	294	236	286	224	230	184
spike-in_7.5_0.15_7274	121	117	174	190	241	176	120	121
spike-in_7.5_0.15_7275	118	80	176	152	225	192	83	101
spike-in_7.5_0.15_7276	169	172	196	146	202	223	175	156
spike-in_7.5_0.15_7277	149	108	199	266	265	169	193	149
spike-in_7.5_0.15_7278	116	121	165	136	221	107	151	128
spike-in_7.5_0.15_7279	178	180	304	256	348	240	231	227
spike-in_7.5_0.15_7280	140	126	196	122	240	136	129	152
spike-in_7.5_0.15_7281	169	129	179	150	244	176	128	158
spike-in_7.5_0.15_7282	132	121	202	206	265	144	188	125
spike-in_7.5_0.15_7283	189	194	274	251	405	181	260	183
spike-in_7.5_0.15_7284	166	167	282	297	351	168	264	215
spike-in_7.5_0.15_7285	196	149	210	150	296	156	198	116
spike-in_7.5_0.15_7286	266	231	298	197	393	245	346	111
spike-in_7.5_0.15_7287	166	126	235	282	295	204	236	160
spike-in_7.5_0.15_7288	191	135	257	257	311	190	225	224
spike-in_7.5_0.15_7289	91	95	178	196	194	139	172	116
spike-in_7.5_0.15_7290	148	133	247	204	294	170	194	167
spike-in_7.5_0.15_7291	233	170	265	302	375	244	222	268
spike-in_7.5_0.15_7292	212	212	292	274	376	238	287	232
spike-in_7.5_0.15_7293	98	121	173	225	259	155	152	138
spike-in_7.5_0.15_7294	162	115	178	162	248	163	161	136
spike-in_7.5_0.15_7295	136	136	209	177	293	146	173	109
spike-in_7.5_0.15_7296	135	123	242	202	264	155	155	191
spike-in_7.5_0.15_7297	196	144	192	230	305	173	238	103
spike-in_7.5_0.15_7298	220	158	246	82	290	166	189	140
spike-in_7.5_0.15_7299	136	104	233	226	245	152	226	138
spike-in_7.5_0.15_7300	224	156	218	207	283	211	212	192
spike-in_7.5_0.15_7301	191	232	324	253	375	198	287	225
spike-in_7.5_0.15_7302	134	120	176	142	207	114	156	145
spike-in_7.5_0.15_7303	152	182	188	172	281	154	217	104
spike-in_7.5_0.15_7304	253	193	280	257	370	256	244	236
spike-in_7.5_0.15_7305	102	103	149	171	217	121	109	120
spike-in_5.5_4.45_7306	26	35	41	56	1155	855	751	695
spike-in_5.5_4.45_7307	44	49	60	49	1537	1028	998	1042
spike-in_5.5_4.45_7308	66	44	54	63	1759	1159	1050	1103
spike-in_5.5_4.45_7309	37	27	39	44	1123	825	681	758
spike-in_5.5_4.45_7310	38	41	55	48	1380	783	992	883
spike-in_5.5_4.45_7311	31	31	46	28	1055	647	701	569
spike-in_5.5_4.45_7312	68	42	55	74	1504	1284	1228	1142
spike-in_5.5_4.45_7313	32	20	49	56	1202	868	755	775
spike-in_5.5_4.45_7314	30	32	34	38	1019	667	705	525
spike-in_5.5_4.45_7315	32	37	70	43	1129	1305	875	730
spike-in_5.5_4.45_7316	32	30	58	58	1114	1156	946	858
spike-in_5.5_4.45_7317	49	34	102	41	1729	1099	1029	1091
spike-in_5.5_4.45_7318	42	44	59	46	1425	883	984	908
spike-in_5.5_4.45_7319	65	48	68	63	2049	1059	1442	1054
spike-in_5.5_4.45_7320	62	52	68	24	1606	1022	983	1086
spike-in_5.5_4.45_7321	37	35	41	18	982	739	661	633
spike-in_5.5_4.45_7322	56	44	62	35	1393	1037	974	942
spike-in_5.5_4.45_7323	49	26	43	34	1094	784	905	711
spike-in_5.5_4.45_7324	61	58	73	33	1676	1160	1093	975
spike-in_5.5_4.45_7325	26	39	40	34	992	704	730	750
spike-in_5.5_4.45_7326	50	46	46	93	1625	1204	1190	1158
spike-in_5.5_4.45_7327	56	34	41	39	1189	799	943	800
spike-in_5.5_4.45_7328	46	54	60	59	1707	1096	1085	993
spike-in_5.5_4.45_7329	59	30	39	51	1300	887	911	976
spike-in_5.5_4.45_7330	24	26	48	36	1038	682	727	573
spike-in_5.5_4.45_7331	46	29	85	65	1775	1150	1094	1097
spike-in_5.5_4.45_7332	41	35	48	41	1287	758	885	699
spike-in_5.5_4.45_7333	38	13	42	42	1036	719	661	712
spike-in_5.5_4.45_7334	32	44	34	54	1204	884	780	890
spike-in_5.5_4.45_7335	50	19	46	25	1096	636	797	706
spike-in_5.5_4.45_7336	47	60	68	34	1596	1044	1057	980
spike-in_5.5_4.45_7337	32	25	52	58	1362	787	845	734
spike-in_5.5_4.45_7338	25	31	40	46	1232	572	741	645
spike-in_5.5_4.45_7339	34	45	38	61	1580	708	1048	520
spike-in_5.5_4.45_7340	49	53	53	61	1628	1042	1122	985
spike-in_5.5_4.45_7341	44	61	59	74	1695	1092	1234	1123
spike-in_5.5_4.45_7342	46	46	63	50	1380	1316	1185	761
spike-in_5.5_4.45_7343	50	19	45	52	1291	770	881	768
spike-in_5.5_4.45_7344	64	35	48	69	1936	1010	901	893
spike-in_5.5_4.45_7345	46	41	49	46	1395	916	879	907
spike-in_5.5_4.45_7346	56	36	35	58	1419	964	859	892
spike-in_5.5_4.45_7347	39	37	64	81	1544	1335	1070	991
spike-in_5.5_4.45_7348	46	40	52	59	1521	1118	874	1018
spike-in_5.5_4.45_7349	47	32	42	40	1311	765	924	648
spike-in_11.5_1.85_7350	2828	2434	3471	3060	13671	10862	10817	8533
spike-in_11.5_1.85_7351	2857	2198	4098	3228	15179	9962	11383	8436
spike-in_11.5_1.85_7352	3172	2523	3760	3099	15311	10571	11801	8925
spike-in_11.5_1.85_7353	2795	2536	3984	3015	15512	9400	11261	8206
spike-in_11.5_1.85_7354	2837	2575	4693	4588	16983	13318	13930	10012
spike-in_11.5_1.85_7355	2817	2521	4444	3921	16590	11861	11484	11043
spike-in_11.5_1.85_7356	2347	1947	3159	2753	12413	7864	8492	7972
spike-in_11.5_1.85_7357	2693	2357	3536	2459	13412	9736	9434	8476
spike-in_11.5_1.85_7358	3352	2410	3473	2615	14694	9707	9362	9634
spike-in_11.5_1.85_7359	1736	1642	2650	2519	9908	6869	7010	6827
spike-in_11.5_1.85_7360	1684	1777	2945	2113	11284	5781	7896	5594
spike-in_11.5_1.85_7361	3057	2667	4257	4449	16973	11526	12091	10528
spike-in_11.5_1.85_7362	2432	2239	3095	2312	11619	8278	8372	7418
spike-in_11.5_1.85_7363	3090	2920	4985	4205	18337	12211	12251	12970
spike-in_11.5_1.85_7364	3307	2865	5052	4150	19953	13326	12188	11086
spike-in_11.5_1.85_7365	2719	2426	4000	4685	17328	10553	11334	11165
spike-in_11.5_1.85_7366	3496	2466	2733	1826	12469	8155	8788	7801
spike-in_11.5_1.85_7367	3132	2828	4712	3953	17910	12750	12115	11441
spike-in_11.5_1.85_7368	1871	1652	2696	2947	11199	7505	7572	6920
spike-in_11.5_1.85_7369	2293	2071	3422	3041	12546	8972	9150	7762
spike-in_11.5_1.85_7370	2459	2028	3461	3084	13418	8174	9575	8002
spike-in_11.5_1.85_7371	2404	1931	3212	2207	11316	8623	9336	6432
spike-in_11.5_1.85_7372	4879	3737	4778	2878	20315	13607	14123	12438
spike-in_11.5_1.85_7373	4339	3180	4407	3210	18904	11761	13682	10737
spike-in_11.5_1.85_7374	2721	2467	4042	4169	17139	10154	12173	9683
spike-in_9.5_4.95_7375	660	563	583	363	22042	15617	16855	14079
spike-in_9.5_4.95_7376	661	523	581	322	22432	15069	14353	14492
spike-in_9.5_4.95_7377	514	480	658	611	23449	15778	15797	15095
spike-in_9.5_4.95_7378	504	448	749	641	23138	20854	18391	11954
spike-in_9.5_4.95_7379	585	563	1091	934	32778	23361	24897	19217
spike-in_9.5_4.95_7380	609	665	604	450	23455	16443	17473	15692
spike-in_9.5_4.95_7381	677	616	1088	799	35026	21507	23463	20895
spike-in_9.5_4.95_7382	596	592	909	1042	32624	23477	23796	19686
spike-in_9.5_4.95_7383	775	600	919	782	31074	20700	21182	19597
spike-in_9.5_4.95_7384	479	458	709	621	23023	15188	15240	14725
spike-in_9.5_4.95_7385	579	454	626	643	24073	16783	15595	16878
spike-in_9.5_4.95_7386	467	444	685	659	24096	16336	15994	15302
spike-in_8.5_2.95_7387	395	384	556	473	4643	3223	3058	2815
spike-in_8.5_2.95_7388	206	223	349	336	2941	1894	1872	2030
spike-in_8.5_2.95_7389	292	238	328	266	2786	2057	1708	1934
spike-in_8.5_2.95_7390	211	167	318	343	2865	1619	1988	1671
spike-in_8.5_2.95_7391	343	304	398	356	3651	2324	2319	2249
spike-in_8.5_2.95_7392	280	252	386	279	3023	1969	1998	2088
spike-in_8.5_2.95_7393	342	270	452	388	3328	3163	2945	2124
spike-in_8.5_2.95_7394	462	369	519	555	4907	3174	3411	2849
spike-in_8.5_2.95_7395	268	274	376	308	3242	2180	1835	1922
spike-in_8.5_2.95_7396	197	208	275	358	2409	2331	1833	1687
spike-in_8.5_2.95_7397	339	285	525	567	4451	3051	2833	2987
spike-in_8.5_2.95_7398	227	207	338	278	2707	1804	1917	1741
spike-in_8.5_2.95_7399	253	217	346	296	2797	1918	1976	1789
spike-in_8.5_2.95_7400	424	400	436	241	3817	2633	2561	2611
spike-in_8.5_2.95_7401	383	339	627	559	4724	3587	3604	2943
spike-in_8.5_2.95_7402	362	323	427	431	4234	2385	2837	2361
spike-in_8.5_2.95_7403	344	343	392	200	3619	1984	2587	1884
spike-in_8.5_2.95_7404	260	211	363	445	3105	2149	2070	2330
spike-in_8.5_2.95_7405	278	344	488	466	4254	2249	3264	2387
spike-in_8.5_2.95_7406	210	206	354	387	3140	2057	2182	1706
spike-in_8.5_2.95_7407	306	322	499	579	4514	2868	2888	2836
spike-in_8.5_2.95_7408	242	242	368	360	3056	2069	2401	1699
spike-in_8.5_2.95_7409	233	237	475	410	3815	2093	2260	2324
spike-in_8.5_2.95_7410	274	274	464	407	3784	2258	2773	2339
spike-in_8.5_2.95_7411	493	389	405	255	4058	2994	2624	2375
spike-in_8.5_2.95_7412	393	361	483	449	4671	2975	3003	2708
spike-in_8.5_2.95_7413	236	247	457	418	3657	2469	2326	2227
spike-in_8.5_2.95_7414	315	212	394	319	3209	2133	2315	1888
spike-in_8.5_2.95_7415	396	385	651	564	4807	3750	4019	2798
spike-in_6.5_4.65_7416	65	103	159	126	3784	2258	2773	2339
spike-in_6.5_4.65_7417	117	85	75	73	2984	2238	2025	1757
spike-in_6.5_4.65_7418	78	92	103	150	3814	2329	2661	2133
spike-in_6.5_4.65_7419	109	97	116	107	3751	2381	2590	2465
spike-in_6.5_4.65_7420	100	78	114	100	3667	1607	2612	1819
spike-in_6.5_4.65_7421	50	80	81	102	2850	1511	2052	1524
spike-in_6.5_4.65_7422	134	80	108	93	3510	2270	2408	2075
spike-in_6.5_4.65_7423	79	80	112	81	3383	1829	2351	1369
spike-in_6.5_4.65_7424	82	55	87	124	2789	2285	2154	1833
spike-in_6.5_4.65_7425	100	82	152	119	4177	2423	2619	2424
spike-in_6.5_4.65_7426	93	66	85	46	2482	1788	1680	1621
spike-in_6.5_4.65_7427	72	85	97	94	2926	1956	1912	1748
spike-in_6.5_4.65_7428	70	78	119	94	2813	2362	2496	1561
spike-in_6.5_4.65_7429	67	67	139	67	2797	1918	1976	1789
spike-in_6.5_4.65_7430	84	103	83	65	2978	1884	2089	1742
spike-in_6.5_4.65_7431	110	88	96	53	2864	2091	2190	1632
spike-in_6.5_4.65_7432	49	63	83	91	2264	1521	1455	1842
spike-in_6.5_4.65_7433	132	106	122	108	3977	2628	2583	2536
spike-in_6.5_4.65_7434	56	63	99	145	3141	1939	1964	2016
spike-in_6.5_4.65_7435	57	52	106	111	2626	1899	1905	1740
spike-in_6.5_4.65_7436	74	86	68	128	3259	1910	2250	1853
spike-in_6.5_4.65_7437	86	61	125	91	3691	1466	2551	1602
spike-in_6.5_4.65_7438	126	97	139	106	4018	2407	2611	2551
spike-in_6.5_4.65_7439	95	54	128	85	3128	1835	2279	1782
spike-in_6.5_4.65_7440	67	80	95	122	3320	2071	2254	1656
spike-in_6.5_4.65_7441	89	69	60	87	2608	1726	1561	1812
spike-in_6.5_4.65_7442	96	49	45	73	2195	1482	1412	1410
spike-in_6.5_4.65_7443	68	78	105	157	3411	2240	2097	2390
spike-in_6.5_4.65_7444	56	87	96	99	2906	1639	2303	1679
spike-in_6.5_4.65_7445	68	70	58	58	2345	1296	1496	1427
spike-in_6.5_4.65_7446	62	64	114	112	3093	2111	1993	1968
spike-in_6.5_4.65_7447	104	67	146	123	3493	2864	3036	2087
spike-in_6.5_4.65_7448	87	83	157	99	3582	2373	2642	2490
spike-in_6.5_4.65_7449	128	87	162	121	4118	2943	3012	2921
spike-in_6.5_4.65_7450	112	90	85	116	3795	2227	2575	1957
spike-in_6.5_4.65_7451	94	76	145	147	4384	2310	3134	2137
spike-in_6.5_4.65_7452	93	97	126	155	4066	2627	2802	2513
spike-in_6.5_4.65_7453	157	148	71	53	3730	2092	2662	2097
spike-in_6.5_4.65_7454	97	106	119	162	4186	2798	2826	2792
spike-in_5.5_0.85_7455	53	62	74	49	121	117	112	83
spike-in_5.5_0.85_7456	22	28	56	37	86	56	45	67
spike-in_5.5_0.85_7457	59	38	62	56	126	98	95	78
spike-in_5.5_0.85_7458	52	56	62	71	175	93	112	69
spike-in_5.5_0.85_7459	57	54	56	68	160	104	87	67
spike-in_5.5_0.85_7460	44	31	54	34	128	63	41	59
spike-in_5.5_0.85_7461	40	37	86	75	153	106	103	66
spike-in_5.5_0.85_7462	30	39	51	39	86	80	74	58
spike-in_5.5_0.85_7463	28	33	41	26	91	42	53	47
spike-in_5.5_0.85_7464	42	27	49	32	78	60	71	72
spike-in_5.5_0.85_7465	32	40	66	70	141	85	92	69
spike-in_5.5_0.85_7466	46	32	66	86	130	109	116	68
spike-in_5.5_0.85_7467	24	32	42	48	102	67	61	31
spike-in_5.5_0.85_7468	45	28	47	48	87	65	87	70
spike-in_5.5_0.85_7469	34	26	69	46	94	84	74	59
spike-in_5.5_0.85_7470	54	71	37	78	157	88	111	67
spike-in_5.5_0.85_7471	57	57	48	36	91	82	118	79
spike-in_5.5_0.85_7472	26	24	40	76	97	65	68	72
spike-in_5.5_0.85_7473	55	53	53	49	134	81	91	86
spike-in_5.5_0.85_7474	76	38	34	58	150	82	62	86
spike-in_5.5_0.85_7475	40	37	86	75	142	99	90	87
spike-in_5.5_0.85_7476	32	20	49	56	98	53	48	80
spike-in_5.5_0.85_7477	40	26	29	39	88	42	79	42
spike-in_5.5_0.85_7478	43	43	57	27	94	84	74	59
spike-in_5.5_0.85_7479	26	36	64	81	127	100	73	77
spike-in_5.5_0.85_7480	40	55	43	17	136	53	36	49
spike-in_5.5_0.85_7481	47	45	63	73	156	97	78	87
spike-in_5.5_0.85_7482	24	27	36	46	79	57	45	57
spike-in_5.5_0.85_7483	43	38	56	58	132	80	82	63
spike-in_5.5_0.85_7484	43	33	46	61	134	84	68	49
spike-in_5.5_0.85_7485	67	33	80	54	183	92	70	90
spike-in_5.5_0.85_7486	60	88	52	30	152	98	83	89
spike-in_5.5_0.85_7487	43	40	56	27	87	65	87	70
spike-in_5.5_0.85_7488	45	44	38	54	120	61	72	75
spike-in_5.5_0.85_7489	58	44	46	46	117	88	97	58
spike-in_5.5_0.85_7490	40	47	66	69	138	92	93	74
spike-in_5.5_0.85_7491	40	40	32	49	104	80	42	60
spike-in_5.5_0.85_7492	34	46	72	92	183	109	96	60
spike-in_5.5_0.85_7493	42	29	59	78	125	82	101	70
spike-in_5.5_0.85_7494	40	36	48	38	110	72	70	49
spike-in_5.5_0.85_7495	30	42	26	46	102	55	45	68
spike-in_5.5_0.85_7496	33	38	24	44	86	62	61	51
spike-in_5.5_0.85_7497	78	73	47	44	144	70	114	98
spike-in_5.5_0.85_7498	40	42	78	56	144	83	105	62
spike-in_9.5_2.15_7499	457	452	595	641	3420	2167	2128	1749
spike-in_9.5_2.15_7500	852	784	1101	1089	5670	3736	3762	3766
spike-in_9.5_2.15_7501	565	484	969	775	4287	2560	2947	2515
spike-in_9.5_2.15_7502	914	709	766	730	4651	3358	3130	2960
spike-in_9.5_2.15_7503	725	634	1060	1124	5227	3597	3594	3227
spike-in_9.5_2.15_7504	717	674	1135	1201	5134	3874	3819	3248
spike-in_9.5_2.15_7505	503	282	572	929	3481	2234	2179	2084
spike-in_9.5_2.15_7506	709	672	1024	869	4996	3253	3420	3205
spike-in_9.5_2.15_7507	556	288	489	869	3429	2270	2152	2216
spike-in_9.5_2.15_7508	854	730	1263	1231	4057	4957	2809	6070
spike-in_9.5_2.15_7509	654	742	942	816	4724	3303	3293	2795
spike-in_9.5_2.15_7510	999	815	1131	850	5708	3877	3889	3440
spike-in_9.5_2.15_7511	796	717	900	700	4988	2945	3102	3120
spike-in_9.5_2.15_7512	704	597	1094	1001	4959	3657	3860	2636
spike-in_9.5_2.15_7513	1031	1018	1033	457	5203	3214	3483	3708
spike-in_9.5_2.15_7514	840	590	916	694	4458	2904	3214	2622
spike-in_9.5_2.15_7515	689	778	728	596	3977	2866	2415	2757
spike-in_9.5_2.15_7516	452	440	696	770	3957	2114	2773	1783
spike-in_9.5_2.15_7517	435	425	651	592	2866	2206	2135	2018
spike-in_9.5_2.15_7518	594	602	878	609	3728	3178	2920	2429
spike-in_9.5_2.15_7519	563	444	744	507	3603	2140	2423	2157
spike-in_9.5_2.15_7520	483	469	671	703	3532	2528	2286	2290
spike-in_9.5_2.15_7521	590	531	626	449	3256	2009	2420	1941
spike-in_9.5_2.15_7522	537	483	894	1014	4406	3129	3193	2715
spike-in_9.5_2.15_7523	726	746	1115	1098	5596	3459	4068	3114
spike-in_9.5_2.15_7524	507	432	738	605	3485	2584	2032	2324
spike-in_9.5_2.15_7525	453	390	673	584	3086	1921	2061	2320
spike-in_9.5_2.15_7526	837	888	1040	901	5442	3938	3512	3652
spike-in_9.5_2.15_7527	817	719	1175	901	5630	3354	3912	3074
spike-in_9.5_2.15_7528	737	721	658	495	3824	2610	2389	2466
spike-in_9.5_2.15_7529	600	554	806	824	4315	2793	2910	2678
spike-in_9.5_2.15_7530	447	425	721	659	3458	2382	1867	2291
spike-in_9.5_2.15_7531	456	619	672	800	3631	2445	2717	2342
spike-in_9.5_2.15_7532	680	679	1031	895	4848	3201	3439	2928
spike-in_9.5_2.15_7533	534	579	782	687	4234	2385	2837	2361
spike-in_9.5_2.15_7534	602	571	910	839	4005	3694	1800	3486
spike-in_9.5_2.15_7535	390	492	657	543	3086	1921	2061	2320
spike-in_9.5_2.15_7536	582	416	582	573	3236	1910	2395	1717
spike-in_9.5_2.15_7537	397	435	696	631	3220	2515	1837	1917
spike-in_9.5_2.15_7538	802	583	1158	871	4586	4266	3985	2816
spike-in_9.5_2.15_7539	930	837	1098	860	5095	4553	4274	3001
spike-in_9.5_2.15_7540	559	511	913	1007	4794	2983	3120	2836
spike-in_9.5_2.15_7541	725	634	1060	1124	5820	3495	4356	2601
spike-in_9.5_2.15_7542	538	420	764	394	3329	1978	2129	2138
spike-in_9.5_2.15_7543	524	442	669	656	3486	2272	2132	2324
spike-in_9.5_2.15_7544	773	578	853	753	4255	2930	2988	2628
spike-in_9.5_2.15_7545	1104	1034	866	951	5054	4590	4655	3425
spike-in_9.5_2.15_7546	519	422	720	662	3532	2234	2392	2097
spike-in_9.5_2.15_7547	837	715	1071	1017	5358	3983	4108	2720
spike-in_9.5_2.15_7548	596	662	999	868	4598	2926	3222	2964
spike-in_9.5_2.15_7549	1332	908	1088	724	6097	4334	3973	4068
spike-in_9.5_2.15_7550	680	493	926	816	4564	2971	2801	2761
spike-in_5.5_2.05_7551	26	43	77	38	265	144	184	178
spike-in_5.5_2.05_7552	45	48	49	50	300	168	169	158
spike-in_5.5_2.05_7553	62	13	59	67	291	184	163	184
spike-in_5.5_2.05_7554	36	30	46	54	253	123	153	168
spike-in_5.5_2.05_7555	32	26	55	56	207	206	174	108
spike-in_5.5_2.05_7556	16	36	58	62	223	155	183	176
spike-in_5.5_2.05_7557	28	36	42	43	223	168	111	114
spike-in_5.5_2.05_7558	37	66	55	28	319	139	199	124
spike-in_5.5_2.05_7559	68	52	65	52	370	195	251	203
spike-in_5.5_2.05_7560	28	28	56	56	242	163	159	130
spike-in_5.5_2.05_7561	15	33	43	36	193	112	114	108
spike-in_5.5_2.05_7562	27	38	24	47	224	124	138	108
spike-in_5.5_2.05_7563	39	38	39	86	300	174	167	187
spike-in_5.5_2.05_7564	38	32	79	79	293	230	214	241
spike-in_5.5_2.05_7565	34	32	35	44	220	129	130	121
spike-in_5.5_2.05_7566	32	30	53	64	249	210	189	97
spike-in_5.5_2.05_7567	25	31	40	46	238	137	114	128
spike-in_5.5_2.05_7568	42	44	44	40	308	241	62	124
spike-in_5.5_2.05_7569	20	48	36	40	235	120	149	122
spike-in_5.5_2.05_7570	20	48	36	40	191	159	136	108
spike-in_5.5_2.05_7571	24	32	64	34	273	105	164	113
spike-in_5.5_2.05_7572	27	32	51	62	249	210	189	97
spike-in_5.5_2.05_7573	60	53	64	58	388	246	167	187
spike-in_5.5_2.05_7574	38	47	69	91	333	227	252	233
spike-in_5.5_2.05_7575	57	38	58	51	300	230	142	161
spike-in_5.5_2.05_7576	21	30	47	51	230	127	137	156
spike-in_5.5_2.05_7577	58	43	43	39	281	143	175	148
spike-in_5.5_2.05_7578	40	36	24	92	280	177	151	197
spike-in_5.5_2.05_7579	38	28	40	28	194	117	171	82
spike-in_5.5_2.05_7580	40	33	47	37	215	127	170	132
spike-in_5.5_2.05_7581	43	20	57	41	221	164	127	182
spike-in_5.5_2.05_7582	26	29	50	55	225	173	131	156
spike-in_5.5_2.05_7583	54	14	43	39	224	102	126	163
spike-in_5.5_2.05_7584	33	37	57	65	296	170	173	162
spike-in_5.5_2.05_7585	29	33	31	35	197	138	114	98
spike-in_5.5_2.05_7586	28	26	50	22	151	132	119	122
spike-in_5.5_2.05_7587	54	59	41	74	337	184	229	234
spike-in_5.5_2.05_7588	30	26	53	56	214	171	165	161
spike-in_10.5_3.35_7589	909	804	1433	1324	15652	8595	11232	8707
spike-in_10.5_3.35_7590	816	799	1428	1314	16753	9403	11915	7832
spike-in_10.5_3.35_7591	1720	1402	2157	1831	22203	19132	17644	15618
spike-in_10.5_3.35_7592	1378	1232	1944	1738	19001	17317	17145	11194
spike-in_10.5_3.35_7593	1068	862	1396	1050	12628	11878	12328	8278
spike-in_10.5_3.35_7594	1005	894	1402	871	13734	9774	9747	9330
spike-in_10.5_3.35_7595	1131	863	1341	968	13804	10484	11119	8746
spike-in_10.5_3.35_7596	1471	1068	1106	905	15824	10307	10817	10274
spike-in_10.5_3.35_7597	889	718	1371	1476	15652	8595	11232	8707
spike-in_10.5_3.35_7598	1076	925	1203	941	14475	9671	10446	8389
spike-in_10.5_3.35_7599	1349	1107	2114	1634	21312	13354	14869	11906
spike-in_10.5_3.35_7600	1447	1288	1514	1088	18550	11947	12432	11625
spike-in_10.5_3.35_7601	1216	1050	1729	1408	17759	12181	12382	11437
spike-in_10.5_3.35_7602	1620	1488	2597	2380	24708	20519	18588	16874
spike-in_10.5_3.35_7603	1459	1167	1566	1226	16216	13724	13684	9989
spike-in_10.5_3.35_7604	1650	1393	2413	1805	24325	17057	15382	16762
spike-in_10.5_3.35_7605	1041	857	1585	1192	16215	9742	11525	10639
spike-in_10.5_3.35_7606	889	718	1371	1476	15790	8806	10363	9058
spike-in_10.5_3.35_7607	1723	1176	1372	997	17787	13153	13327	11246
spike-in_10.5_3.35_7608	1020	932	1400	1231	16434	10105	11431	9601
spike-in_10.5_3.35_7609	1538	1316	2169	2156	22211	18787	18706	12902
spike-in_10.5_3.35_7610	1403	1279	2170	1853	22421	15941	14980	15390
spike-in_10.5_3.35_7611	851	784	1217	1275	13734	9774	9747	9330
spike-in_10.5_3.35_7612	1112	1289	1970	1607	19333	13643	14307	13387
spike-in_9.5_0.95_7613	582	515	771	760	1797	1203	1202	1026
spike-in_9.5_0.95_7614	959	815	984	976	2915	886	2332	1301
spike-in_9.5_0.95_7615	780	630	745	658	1944	1173	1219	1207
spike-in_9.5_0.95_7616	890	730	1042	1003	2344	1609	1588	1677
spike-in_9.5_0.95_7617	796	717	900	700	2178	1237	1406	1343
spike-in_9.5_0.95_7618	494	436	662	544	1383	1019	973	875
spike-in_9.5_0.95_7619	418	398	680	653	1409	923	904	800
spike-in_9.5_0.95_7620	608	579	603	512	1578	867	1104	958
spike-in_9.5_0.95_7621	599	644	1080	1052	2355	1152	1689	1132
spike-in_9.5_0.95_7622	560	509	829	871	1541	1278	1113	1240
spike-in_9.5_0.95_7623	712	623	697	433	1696	866	1208	1010
spike-in_9.5_0.95_7624	448	467	688	556	1465	902	999	928
spike-in_9.5_0.95_7625	708	733	1222	1022	2419	1702	1579	1510
spike-in_9.5_0.95_7626	828	702	702	417	1798	1131	1231	1127
spike-in_9.5_0.95_7627	467	422	1024	729	1674	993	1172	1158
spike-in_9.5_0.95_7628	943	345	1134	986	2129	1540	1586	1354
spike-in_9.5_0.95_7629	418	398	680	653	1382	902	1024	830
spike-in_9.5_0.95_7630	758	809	1129	1006	2377	1585	1429	1536
spike-in_9.5_0.95_7631	567	567	858	793	1935	1291	1223	1083
spike-in_9.5_0.95_7632	617	520	919	873	1928	1236	1368	1147
spike-in_9.5_0.95_7633	519	442	631	579	1373	937	956	877
spike-in_9.5_0.95_7634	475	500	667	553	1345	1101	1092	759
spike-in_9.5_0.95_7635	1036	978	1039	756	2520	1701	1654	1589
spike-in_9.5_0.95_7636	665	564	805	828	1866	1338	1474	896
spike-in_9.5_0.95_7637	356	543	614	674	1525	870	1055	918
spike-in_9.5_0.95_7638	390	509	793	789	1696	866	1208	1010
spike-in_9.5_0.95_7639	652	653	794	701	1756	1280	1369	1042
spike-in_9.5_0.95_7640	1107	949	1119	738	2605	1473	1644	1612
